ind	year	plot	pathogen	trait1	trait2	trait3
Coll0016	2005	31	TRUE	88.4020666038576	16.9675836534611	1
Coll0016	2005	32	TRUE	65.2966097132944	17.6899341631703	1
Coll0017	2005	33	TRUE	78.4612306634058	19.7326973669155	1
Coll0017	2005	34	TRUE	78.0410306878028	19.6415963840001	1
Coll0018	2005	35	TRUE	101.00228612024	18.1956552791643	0
Coll0018	2005	36	TRUE	116.863356455287	18.374000656976	0
Coll0019	2005	37	TRUE	54.8858844562345	17.9006587106249	1
Coll0019	2005	38	TRUE	73.3563180246136	17.3026822111556	0
Coll0020	2005	39	TRUE	70.1196101098051	16.9574208645027	1
Coll0020	2005	40	TRUE	53.009161323523	16.9566971160872	1
Coll0021	2005	41	TRUE	70.4657308737132	19.977364953959	1
Coll0021	2005	42	TRUE	88.9871802980289	18.1461007083082	1
Coll0022	2005	43	TRUE	87.9768911219994	17.2854501045088	1
Coll0022	2005	44	TRUE	99.7021569156533	16.979356027142	1
Coll0023	2005	45	TRUE	80.6460319666472	18.832058777375	1
Coll0023	2005	46	TRUE	63.1103712110336	18.8398037348808	1
Coll0024	2005	47	TRUE	93.9225827863817	18.6929202321257	1
Coll0024	2005	48	TRUE	79.498659550393	17.1588495586996	1
Coll0025	2005	49	TRUE	65.7819804296163	20.3778739024197	1
Coll0025	2005	50	TRUE	66.9018354421379	21.7208370272847	1
Coll0026	2005	51	TRUE	82.7921238993842	16.6453096467837	1
Coll0026	2005	52	TRUE	95.9058826738237	17.1254609271889	1
Coll0027	2005	53	TRUE	79.1474704119775	19.0190420915909	1
Coll0027	2005	54	TRUE	81.1510261697852	18.4664282269012	1
Coll0028	2005	55	TRUE	67.1406635872536	22.5693270267241	1
Coll0028	2005	56	TRUE	85.2707923307225	21.5040546757592	1
Coll0029	2005	57	TRUE	77.245335983958	22.3563440468705	1
Coll0029	2005	58	TRUE	81.0158505853089	19.4119234568818	1
Coll0030	2005	59	TRUE	72.2821163056745	20.0883313343971	1
Coll0030	2005	60	TRUE	56.0297901767823	19.0707982254076	1
Coll0031	2005	61	TRUE	84.9360697670636	18.043463456896	0
Coll0031	2005	62	TRUE	79.9063961934248	18.2375328956879	0
Coll0032	2005	63	TRUE	51.0644967168056	17.5485965885452	1
Coll0032	2005	64	TRUE	56.3173423016093	15.7849233598806	1
Coll0033	2005	65	TRUE	57.5660080973152	18.290215869395	1
Coll0033	2005	66	TRUE	93.0290372210167	18.4575326561981	1
Coll0034	2005	67	TRUE	68.607752978988	18.1714021714024	0
Coll0034	2005	68	TRUE	75.6608033682371	17.2612559061189	0
Coll0035	2005	69	TRUE	91.8276451691543	17.2263747541394	1
Coll0035	2005	70	TRUE	78.7730003031702	16.8949115292543	1
Coll0036	2005	71	TRUE	42.2888144247851	22.55109905667	1
Coll0036	2005	72	TRUE	50.6858785640473	21.9481269736036	1
Coll0037	2005	73	TRUE	105.059075190922	18.2507209847148	0
Coll0037	2005	74	TRUE	93.6792600597446	18.0812347185777	0
Coll0038	2005	75	TRUE	57.5285944610783	18.2515186997509	1
Coll0038	2005	76	TRUE	77.6570478005715	16.4629848415185	1
Coll0039	2005	77	TRUE	58.5507275776773	15.6725280857902	1
Coll0039	2005	78	TRUE	84.4228109820403	16.9903153686453	1
Coll0040	2005	79	TRUE	57.8529824084004	18.4783599362958	1
Coll0040	2005	80	TRUE	74.6280396829103	17.382417588415	1
Coll0041	2005	81	TRUE	62.5486408076384	18.4330039238553	1
Coll0041	2005	82	TRUE	61.374825330539	18.965201434885	1
Coll0042	2005	83	TRUE	99.4530856362484	15.3379649227151	1
Coll0042	2005	84	TRUE	90.8966428956984	16.3376945040267	1
Coll0043	2005	85	TRUE	69.0749565236512	16.8767695941388	0
Coll0043	2005	86	TRUE	63.9885381945193	17.7230520211099	0
Coll0044	2005	87	TRUE	64.2771470928887	18.1220050726977	1
Coll0044	2005	88	TRUE	78.3091380212279	19.4033227369968	1
Coll0045	2005	89	TRUE	87.267559271098	18.2652263966163	1
Coll0045	2005	90	TRUE	73.4509269234784	17.5496143333562	1
Coll0046	2005	91	TRUE	98.5000551012641	17.4990433162791	1
Coll0046	2005	92	TRUE	98.2616905519914	17.5232208854489	1
Coll0047	2005	93	TRUE	84.6573306745286	17.8584082875299	1
Coll0047	2005	94	TRUE	95.8560316116808	18.413073638508	1
Coll0048	2005	95	TRUE	65.3452055690162	20.7345941398815	1
Coll0048	2005	96	TRUE	75.361592128006	21.0899123586479	1
Coll0049	2005	97	TRUE	97.2232434299137	19.1847871071005	0
Coll0049	2005	98	TRUE	90.5129952051718	19.5111531405513	0
Coll0050	2005	99	TRUE	75.8262793428912	20.2177695181484	1
Coll0050	2005	100	TRUE	59.9972075866551	20.0445446971334	1
Coll0051	2005	101	TRUE	77.2100894701396	20.4525574445283	1
Coll0051	2005	102	TRUE	95.2966823642912	19.2867559802079	1
Coll0052	2005	103	TRUE	78.3558769439155	18.6808331764586	1
Coll0052	2005	104	TRUE	94.0922607886242	18.4537461625811	1
Coll0053	2005	105	TRUE	64.6326660465072	17.0964881475736	1
Coll0053	2005	106	TRUE	93.6862650576301	19.2789699128633	1
Coll0054	2005	107	TRUE	95.3859347402778	20.3278564242919	1
Coll0054	2005	108	TRUE	67.429801759682	20.228981829731	1
Coll0055	2005	109	TRUE	80.2086203958515	18.8027778238634	1
Coll0055	2005	110	TRUE	88.2718588800682	18.4206955265878	1
Coll0056	2005	111	TRUE	65.8274541505733	16.5780743033092	1
Coll0056	2005	112	TRUE	55.1389011614317	17.5050658903404	1
Coll0057	2005	113	TRUE	93.2491272740305	19.3386510744619	1
Coll0057	2005	114	TRUE	91.0755132090193	17.8841590695814	1
Coll0058	2005	115	TRUE	103.241690135281	18.1049765997609	0
Coll0058	2005	116	TRUE	78.2369565964706	19.0414977327518	0
Coll0059	2005	117	TRUE	49.1715675665171	18.4645621685928	0
Coll0059	2005	118	TRUE	76.9596520470842	17.6047588980489	0
Coll0060	2005	119	TRUE	109.475444041157	17.6101069436854	1
Coll0060	2005	120	TRUE	103.246616442146	17.2413341754091	1
Coll0061	2005	121	TRUE	80.9421248710657	18.5237137692999	1
Coll0061	2005	122	TRUE	112.696708753771	19.5643256160205	1
Coll0062	2005	123	TRUE	63.5617360527431	18.0456886518247	1
Coll0062	2005	124	TRUE	95.4131751091113	20.4525495560257	1
Coll0063	2005	125	TRUE	88.9620551511776	18.3367903346966	0
Coll0063	2005	126	TRUE	87.4610835667803	18.270305271271	0
Coll0064	2005	127	TRUE	86.0543921648029	21.554438424549	0
Coll0064	2005	128	TRUE	88.0570371182952	21.92406352015	0
Coll0065	2005	129	TRUE	105.214668116223	18.2988074230891	0
Coll0065	2005	130	TRUE	103.003304719071	18.6299480495717	0
Coll0066	2005	131	TRUE	44.9102636079839	20.4848891014152	1
Coll0066	2005	132	TRUE	69.7594524018005	20.0293674168817	1
Coll0067	2005	133	TRUE	84.5251510717821	16.5033377788599	1
Coll0067	2005	134	TRUE	66.4842602118246	18.9509614533362	1
Coll0068	2005	135	TRUE	121.837012245674	18.5040354657835	0
Coll0068	2005	136	TRUE	123.983941791215	17.4559638408692	0
Coll0069	2005	137	TRUE	82.2729984043607	19.2826622154245	1
Coll0069	2005	138	TRUE	75.3215280116884	19.46615031528	1
Coll0070	2005	139	TRUE	70.5134584698639	20.1895538322453	1
Coll0070	2005	140	TRUE	73.1780463283999	19.6837143768141	1
Coll0071	2005	141	TRUE	82.7416676789148	17.4816900965516	1
Coll0071	2005	142	TRUE	72.1361613197511	18.5642759668655	1
Coll0072	2005	143	TRUE	86.2505894610476	18.7227409865421	1
Coll0072	2005	144	TRUE	67.5658554576458	19.3085400130357	1
Coll0073	2005	145	TRUE	110.788852285318	18.7400229197695	0
Coll0073	2005	146	TRUE	148.215618733876	18.8004856975621	0
Coll0074	2005	147	TRUE	66.6402922841839	18.3383996259272	0
Coll0074	2005	148	TRUE	83.347351422094	19.1841988323844	0
Coll0075	2005	149	TRUE	88.2115875158213	16.4379329046558	1
Coll0075	2005	150	TRUE	108.844659838958	16.9199001059616	1
Coll0076	2005	151	TRUE	109.488987423383	17.1036933706874	1
Coll0076	2005	152	TRUE	79.9077675846359	16.8262710957386	1
Coll0077	2005	153	TRUE	51.4219177432513	19.2925509521089	1
Coll0077	2005	154	TRUE	58.6798810341194	20.0745277032473	1
Coll0078	2005	155	TRUE	98.8171506637311	18.5360188102351	0
Coll0078	2005	156	TRUE	98.1812937854157	19.9958079757252	0
Coll0079	2005	157	TRUE	70.7101582866857	16.8840610147872	1
Coll0079	2005	158	TRUE	66.2338553780563	15.4962134941591	1
Coll0080	2005	159	TRUE	82.2103407096658	21.6174959285187	1
Coll0080	2005	160	TRUE	59.5003070369047	20.0746086861533	1
Coll0081	2005	161	TRUE	82.010705254556	19.0798571413773	1
Coll0081	2005	162	TRUE	110.213556206361	18.8629251808783	1
Coll0082	2005	163	TRUE	70.9216742814358	20.4119020996537	1
Coll0082	2005	164	TRUE	66.2332344587271	21.1000247431142	1
Coll0083	2005	165	TRUE	79.1487291763385	17.0152632618537	1
Coll0083	2005	166	TRUE	72.3921643299733	17.6225417204694	1
Coll0084	2005	167	TRUE	67.6161001473004	17.7449170630528	1
Coll0084	2005	168	TRUE	79.370870432247	18.7641089718583	1
Coll0085	2005	169	TRUE	100.620223734385	17.9114443391612	0
Coll0085	2005	170	TRUE	40.0319363714821	17.9243838821026	0
Coll0086	2005	171	TRUE	75.3093585618245	19.0555031842203	1
Coll0086	2005	172	TRUE	73.125236313659	18.1832087495527	1
Coll0087	2005	173	TRUE	84.8734242449357	17.1997978768687	1
Coll0087	2005	174	TRUE	70.4974384455217	17.0595324294205	1
Coll0088	2005	175	TRUE	60.0214170274934	18.8953739289697	1
Coll0088	2005	176	TRUE	57.722701925867	17.2633695776745	1
Coll0089	2005	177	TRUE	60.5377196480652	17.9902310782143	1
Coll0089	2005	178	TRUE	72.1487872142626	19.5164368720064	1
Coll0090	2005	179	TRUE	64.0899132743287	20.9432293401366	1
Coll0090	2005	180	TRUE	88.2602539421106	19.0567622532766	1
Coll0091	2005	181	TRUE	75.5262270454121	17.1115070158572	1
Coll0091	2005	182	TRUE	64.1958788931101	17.1979055226663	1
Coll0092	2005	183	TRUE	75.0936486869487	19.8133665071336	1
Coll0092	2005	184	TRUE	79.4448043828022	19.889183869628	1
Coll0093	2005	185	TRUE	84.9392164441726	17.466422652905	1
Coll0093	2005	186	TRUE	82.0175925177554	16.4759196093504	1
Coll0094	2005	187	TRUE	86.200069622234	20.9598638796787	1
Coll0094	2005	188	TRUE	80.0650282766319	19.9958475485133	1
Coll0095	2005	189	TRUE	115.603372481326	17.7998256838143	0
Coll0095	2005	190	TRUE	112.354222950269	16.4810164596545	0
Coll0096	2005	191	TRUE	72.770449176096	16.9602863933944	1
Coll0096	2005	192	TRUE	67.4021705356748	18.6976485527469	1
Coll0097	2005	193	TRUE	90.1367642350759	16.1553636811335	1
Coll0097	2005	194	TRUE	99.0548816379263	17.4573905663777	1
Coll0098	2005	195	TRUE	80.8673217462624	18.537748471953	1
Coll0098	2005	196	TRUE	73.2592195250647	19.6593088941596	1
Coll0099	2005	197	TRUE	66.1949502456164	19.7451153927965	1
Coll0099	2005	198	TRUE	55.0742369988563	21.6202718828952	1
Coll0100	2005	199	TRUE	78.8813560586065	17.1313762537963	1
Coll0100	2005	200	TRUE	90.4287387566801	18.64038888381	1
Coll0101	2005	201	TRUE	53.4172503848337	20.1216859712911	1
Coll0101	2005	202	TRUE	60.9050412250016	20.0546787563078	1
Coll0102	2005	203	TRUE	81.9194817033294	19.7823263996995	1
Coll0102	2005	204	TRUE	78.2262692603719	18.4263571609484	1
Coll0103	2005	205	TRUE	55.1729444872186	17.2884546731628	1
Coll0103	2005	206	TRUE	93.3249737705349	18.4586382386573	1
Coll0104	2005	207	TRUE	69.0894376536882	17.240106670086	1
Coll0104	2005	208	TRUE	81.2345158379662	18.7250706676122	1
Coll0105	2005	209	TRUE	71.3681226757379	19.8758080357005	1
Coll0105	2005	210	TRUE	67.8299220843212	21.9536398657279	1
Coll0106	2005	211	TRUE	105.428450772913	16.1485729053065	1
Coll0106	2005	212	TRUE	82.7563535913151	15.563881218329	1
Coll0107	2005	213	TRUE	86.4520226198564	20.093486584019	1
Coll0107	2005	214	TRUE	85.2067191011555	19.7347399863665	1
Coll0108	2005	215	TRUE	60.0646360255369	22.1899004794789	1
Coll0108	2005	216	TRUE	57.9935981909226	20.5587798449457	1
Coll0109	2005	217	TRUE	54.8120992160088	20.9128829925875	1
Coll0109	2005	218	TRUE	86.6221057827274	19.4223804384758	1
Coll0110	2005	219	TRUE	97.0189426932511	19.5185188610798	1
Coll0110	2005	220	TRUE	93.198962605892	19.6898734280707	1
Coll0111	2005	221	TRUE	66.1366812290438	18.3857647807553	1
Coll0111	2005	222	TRUE	102.041342184111	18.2926011238522	1
Coll0112	2005	223	TRUE	108.735325494827	17.5838622700743	1
Coll0112	2005	224	TRUE	95.9856143057165	16.9692249510547	1
Coll0113	2005	225	TRUE	61.3024868509653	16.4910870752968	1
Coll0113	2005	226	TRUE	82.0423682860925	16.8176508561557	1
Coll0114	2005	227	TRUE	98.6373151725423	18.7268373254424	1
Coll0114	2005	228	TRUE	69.4556966329946	20.0304367913147	1
Coll0115	2005	229	TRUE	80.5341467868646	19.3325209459157	1
Coll0115	2005	230	TRUE	64.1619620549989	16.8540076483566	1
Coll0116	2005	231	TRUE	95.2851102873872	18.3830997351401	1
Coll0116	2005	232	TRUE	61.1903905245028	17.6374889475984	1
Coll0117	2005	233	TRUE	105.35034188062	20.0925821658804	1
Coll0117	2005	234	TRUE	87.439150755592	20.3353250728834	1
Coll0118	2005	235	TRUE	89.0243348773024	16.1752662424283	1
Coll0118	2005	236	TRUE	86.876937740802	16.708946852428	1
Coll0119	2005	237	TRUE	82.6699988033697	19.8207643956536	1
Coll0119	2005	238	TRUE	78.4044521800473	19.243846195385	1
Coll0120	2005	239	TRUE	50.0923104922872	18.8715584523077	1
Coll0120	2005	240	TRUE	71.3268870336966	17.6994387742881	1
Coll0121	2005	241	TRUE	52.6396408465307	22.0091180726759	1
Coll0121	2005	242	TRUE	56.5896428022306	22.9417318060297	1
Coll0122	2005	243	TRUE	78.0328994708124	19.2586066637959	1
Coll0122	2005	244	TRUE	96.7866272169528	19.9608718892835	1
Coll0123	2005	245	TRUE	67.2839657596991	16.0009361964037	1
Coll0123	2005	246	TRUE	83.1741451830911	17.6743039979112	1
Coll0124	2005	247	TRUE	102.625787378091	18.8052251134051	1
Coll0124	2005	248	TRUE	104.515100105156	19.3603278904499	1
Coll0125	2005	249	TRUE	90.5403252800717	16.3081630681674	1
Coll0125	2005	250	TRUE	100.766374641594	18.5639384415743	1
Coll0126	2005	251	TRUE	88.3074388836511	20.8804415793434	1
Coll0126	2005	252	TRUE	89.4096533633986	20.3296107748341	1
Coll0127	2005	253	TRUE	80.0202546858608	18.8201783648707	1
Coll0127	2005	254	TRUE	92.8638486099386	17.6396580981775	1
Coll0128	2005	255	TRUE	104.190849350509	17.8526351417433	0
Coll0128	2005	256	TRUE	75.0253683040869	17.2295748020461	1
Coll0129	2005	257	TRUE	89.1102729184772	16.2650210398514	1
Coll0129	2005	258	TRUE	69.8986124546709	18.1361822020764	1
Coll0130	2005	259	TRUE	79.1438853073856	17.827250781493	1
Coll0130	2005	260	TRUE	80.3681221927672	17.9941080018839	1
Coll0131	2005	261	TRUE	64.7762184501224	17.2630310926057	1
Coll0131	2005	262	TRUE	46.9835954131951	18.7935662910635	1
Coll0132	2005	263	TRUE	91.4791496895067	18.1814895400263	0
Coll0132	2005	264	TRUE	48.7212797708293	19.6757901685128	0
Coll0133	2005	265	TRUE	86.7632959669201	14.943703451825	1
Coll0133	2005	266	TRUE	77.0798572964158	15.5496421809994	1
Coll0134	2005	267	TRUE	83.2620871259231	20.4351065920888	1
Coll0134	2005	268	TRUE	72.4477044101542	20.2259289972545	1
Coll0135	2005	269	TRUE	91.6834472330405	20.9203164438203	1
Coll0135	2005	270	TRUE	83.2678501872429	19.4077429122355	1
Coll0136	2005	271	TRUE	70.8205242602576	18.5310975629931	1
Coll0136	2005	272	TRUE	74.1987767042709	18.8548933855115	1
Coll0137	2005	273	TRUE	78.487934175361	18.5313068528648	1
Coll0137	2005	274	TRUE	85.2885457850008	18.9848375401298	1
Coll0138	2005	275	TRUE	85.0530584779892	16.1965925762273	1
Coll0138	2005	276	TRUE	106.466510335964	17.9698938971108	1
Coll0139	2005	277	TRUE	99.3521598065247	19.8882141480663	0
Coll0139	2005	278	TRUE	108.256408135217	20.6560986869513	0
Coll0140	2005	279	TRUE	103.262739134182	18.6823997837287	1
Coll0140	2005	280	TRUE	97.5456241842123	18.2538272298481	1
Coll0141	2005	281	TRUE	116.155743946169	17.1455175726598	0
Coll0141	2005	282	TRUE	92.1631065568971	19.7274925651744	0
Coll0142	2005	283	TRUE	74.9865042813569	17.1767082691829	1
Coll0142	2005	284	TRUE	86.975012700335	16.828439167548	1
Coll0143	2005	285	TRUE	89.8749620925537	16.120204521978	1
Coll0143	2005	286	TRUE	115.887933429789	16.7682609513332	0
Coll0144	2005	287	TRUE	80.6514891470445	17.9151467800532	1
Coll0144	2005	288	TRUE	75.7153498626616	18.4161457730672	1
Coll0145	2005	289	TRUE	71.8259260867186	18.9953540850639	1
Coll0145	2005	290	TRUE	57.6035676577358	18.8055988350229	1
Coll0146	2005	291	TRUE	115.920657159619	15.8660258001684	0
Coll0146	2005	292	TRUE	74.137401596939	14.9743666591715	1
Coll0147	2005	293	TRUE	80.6423679476481	16.7766593840444	1
Coll0147	2005	294	TRUE	77.8014195027418	17.0857688903576	1
Coll0148	2005	295	TRUE	63.1863118131105	18.1000978523244	1
Coll0148	2005	296	TRUE	66.1601909735225	18.1658085054265	1
Coll0149	2005	297	TRUE	52.311621549355	17.0185801810462	1
Coll0149	2005	298	TRUE	52.5215191260855	18.9221966679435	1
Coll0150	2005	299	TRUE	86.8122419322838	18.3226970621199	1
Coll0150	2005	300	TRUE	86.2487956171929	17.7200541388146	1
Coll0076	2006	1	FALSE	75.5460015795935	5.31366075927863	0
Coll0076	2006	2	FALSE	105.357311648283	5.9396133703699	0
Coll0077	2006	3	FALSE	100.544845895258	8.72167114805513	0
Coll0077	2006	4	FALSE	119.739804321001	9.41224403467453	0
Coll0078	2006	5	FALSE	72.6491925696288	8.72556335927866	0
Coll0078	2006	6	FALSE	88.2096542870406	7.61287819380101	0
Coll0079	2006	7	FALSE	105.444680900009	5.46291704353129	0
Coll0079	2006	8	FALSE	103.107864887826	5.58519563428728	0
Coll0080	2006	9	FALSE	102.47803348033	7.24235086754388	0
Coll0080	2006	10	FALSE	92.1516213376259	7.25637965508889	0
Coll0081	2006	11	FALSE	122.75167892527	6.64270702453171	0
Coll0081	2006	12	FALSE	119.305251441203	6.42082236144379	0
Coll0082	2006	13	FALSE	75.8804033612781	7.42531057193715	0
Coll0082	2006	14	FALSE	105.191594927549	8.16380576457748	0
Coll0083	2006	15	FALSE	110.83096310601	6.26125993819481	0
Coll0083	2006	16	FALSE	112.735833059529	6.02070898900167	0
Coll0084	2006	17	FALSE	103.581865319404	7.52968252515393	0
Coll0084	2006	18	FALSE	109.873035474988	7.44610526978683	0
Coll0085	2006	19	FALSE	70.8471668788897	7.59619029494579	0
Coll0085	2006	20	FALSE	92.8412676799955	6.77423544434876	0
Coll0086	2006	21	FALSE	90.8747854585314	7.18166320235851	0
Coll0086	2006	22	FALSE	114.775241042465	5.46500313924036	0
Coll0087	2006	23	FALSE	117.480562466009	5.76557770409923	0
Coll0087	2006	24	FALSE	146.875361669139	4.78960092707135	0
Coll0088	2006	25	FALSE	64.5574377759664	8.30241563327722	0
Coll0088	2006	26	FALSE	76.8991904954604	7.38237102839932	0
Coll0089	2006	27	FALSE	111.555432574397	6.83178963250288	0
Coll0089	2006	28	FALSE	124.669137833728	6.18620343180258	0
Coll0090	2006	29	FALSE	105.999055111459	10.8351631133074	0
Coll0090	2006	30	FALSE	88.9311594225398	8.86751291591574	0
Coll0091	2006	31	FALSE	104.875653377674	6.12083237788305	0
Coll0091	2006	32	FALSE	99.4162569464701	5.40200091622845	0
Coll0092	2006	33	FALSE	114.723885164674	8.25177713968537	0
Coll0092	2006	34	FALSE	91.1584804872559	8.41082805351515	0
Coll0093	2006	35	FALSE	105.646261642985	4.81015860315792	0
Coll0093	2006	36	FALSE	136.52299015589	4.76778902864096	0
Coll0094	2006	37	FALSE	92.812921130774	8.06863633423003	0
Coll0094	2006	38	FALSE	91.5295961613573	8.19616962785421	0
Coll0095	2006	39	FALSE	116.816597565012	5.78855353274373	0
Coll0095	2006	40	FALSE	108.97818062123	3.95663579228204	0
Coll0096	2006	41	FALSE	81.033970938694	7.40284701920248	0
Coll0096	2006	42	FALSE	82.0381067602394	8.21581010555619	0
Coll0097	2006	43	FALSE	143.456592701165	5.26097025876349	0
Coll0097	2006	44	FALSE	138.63180505311	6.10405914125283	0
Coll0098	2006	45	FALSE	124.194684665692	8.16462995589337	0
Coll0098	2006	46	FALSE	121.064456305817	7.92162655626555	0
Coll0099	2006	47	FALSE	70.6194132458796	8.69194768037531	0
Coll0099	2006	48	FALSE	85.1427109380694	10.297040016572	0
Coll0100	2006	49	FALSE	144.498910908286	8.19286698890458	0
Coll0100	2006	50	FALSE	104.693889777513	8.1044757309643	0
Coll0101	2006	51	FALSE	86.7088402089238	9.19263033980331	0
Coll0101	2006	52	FALSE	100.476509166905	8.68403741589632	0
Coll0102	2006	53	FALSE	105.921559904908	6.85800632617707	0
Coll0102	2006	54	FALSE	100.288856011232	8.1531582441915	0
Coll0103	2006	55	FALSE	74.9226662121209	8.15382416360979	0
Coll0103	2006	56	FALSE	98.7567232501393	8.04697174768269	0
Coll0104	2006	57	FALSE	104.178492726924	6.75338123418426	0
Coll0104	2006	58	FALSE	82.9921669984826	7.112746875914	0
Coll0105	2006	59	FALSE	83.589164262814	8.68496362018853	0
Coll0105	2006	60	FALSE	101.704607736853	7.90796001961366	0
Coll0106	2006	61	FALSE	80.0007958163886	5.33040896621478	0
Coll0106	2006	62	FALSE	114.678629027339	5.49565847735125	0
Coll0107	2006	63	FALSE	117.189020784173	8.82339975253364	0
Coll0107	2006	64	FALSE	113.577258569113	9.25640901463791	0
Coll0108	2006	65	FALSE	104.742637784754	10.7597965775095	0
Coll0108	2006	66	FALSE	90.8802655482131	10.0637459348646	0
Coll0109	2006	67	FALSE	120.070906295773	8.39371957948971	0
Coll0109	2006	68	FALSE	93.8771133513967	8.58500105065318	0
Coll0110	2006	69	FALSE	113.421106286606	6.8423846662815	0
Coll0110	2006	70	FALSE	111.638514670343	7.97348163470066	0
Coll0111	2006	71	FALSE	113.997562939372	7.91028712924678	0
Coll0111	2006	72	FALSE	108.981277246903	7.38054155130969	0
Coll0112	2006	73	FALSE	104.073886811746	5.72185733649686	0
Coll0112	2006	74	FALSE	124.263248625898	6.24379573471444	0
Coll0113	2006	75	FALSE	107.908259947668	4.57427827484026	0
Coll0113	2006	76	FALSE	100.069328425461	6.2858118639768	0
Coll0114	2006	77	FALSE	87.2349530294896	8.29527009291831	0
Coll0114	2006	78	FALSE	107.941623307679	7.47664418153721	0
Coll0115	2006	79	FALSE	103.609582453563	7.39503728700332	0
Coll0115	2006	80	FALSE	77.6104613663143	5.81380801936101	0
Coll0116	2006	81	FALSE	126.939235948662	6.53392641785814	0
Coll0116	2006	82	FALSE	114.843246619678	5.01075193181539	0
Coll0117	2006	83	FALSE	119.673563995322	8.15431759141539	0
Coll0117	2006	84	FALSE	132.321030604776	7.84899945254596	0
Coll0118	2006	85	FALSE	101.075646710595	5.30870457494506	0
Coll0118	2006	86	FALSE	105.459197269978	4.16756819807135	0
Coll0119	2006	87	FALSE	93.0404479384709	7.35820331452423	0
Coll0119	2006	88	FALSE	143.527168204866	7.49329407333922	0
Coll0120	2006	89	FALSE	68.1768633948233	7.21232203030104	0
Coll0120	2006	90	FALSE	105.159205074379	6.4222829510519	0
Coll0121	2006	91	FALSE	65.7160010981713	11.6819957550364	0
Coll0121	2006	92	FALSE	80.8675138861585	11.0682415372612	0
Coll0122	2006	93	FALSE	109.204962662548	8.39254627796175	0
Coll0122	2006	94	FALSE	105.899312067036	6.93998209027787	0
Coll0123	2006	95	FALSE	90.2686487409738	5.57464281783305	0
Coll0123	2006	96	FALSE	101.387825364828	5.17997285782661	0
Coll0124	2006	97	FALSE	133.894950366091	6.42587245336592	0
Coll0124	2006	98	FALSE	158.254070509103	6.14340312528062	0
Coll0125	2006	99	FALSE	121.792013014139	7.01507774462877	0
Coll0125	2006	100	FALSE	123.896214294389	7.1629193053603	0
Coll0126	2006	101	FALSE	111.539602304455	8.44505165685042	0
Coll0126	2006	102	FALSE	113.83970373424	8.75144062098403	0
Coll0127	2006	103	FALSE	123.036520281881	6.67654610765727	0
Coll0127	2006	104	FALSE	131.170072166623	6.8520080348333	0
Coll0128	2006	105	FALSE	100.343776323667	5.57685469112844	0
Coll0128	2006	106	FALSE	100.050180252064	5.27379593142782	0
Coll0129	2006	107	FALSE	94.1653073042411	4.10043461933506	0
Coll0129	2006	108	FALSE	130.423238257036	6.60592303790152	0
Coll0130	2006	109	FALSE	79.4922763474198	6.55116678321484	0
Coll0130	2006	110	FALSE	92.9236250181482	6.31956272215358	0
Coll0131	2006	111	FALSE	84.0689863796727	6.88782337985694	0
Coll0131	2006	112	FALSE	122.520446896816	6.7992009183864	0
Coll0132	2006	113	FALSE	92.4648269611781	8.4805944562738	0
Coll0132	2006	114	FALSE	80.1773061369223	5.92820991683766	0
Coll0133	2006	115	FALSE	90.8675155387179	4.2111747995932	0
